2.4e-05,58,83,1
9.1e-05,36,101,1
0.000106,186,105,1
0.000152,65,114,1
0.000195,30,138,1
0.00021,5,140,-1
0.000214,31,142,-1
0.000214,85,145,-1
0.000221,185,143,-1
0.000293,29,5,1
0.000346,85,26,1
0.000357,44,29,1
0.000453,81,61,1
0.000471,102,71,1
0.000489,73,80,1
0.000489,169,79,-1
0.00049,169,77,-1
0.000504,31,83,1
0.000505,31,84,-1
0.000509,168,80,-1
0.000537,34,94,1
0.000555,23,103,1
0.000559,35,101,1
0.000574,153,106,-1
0.000624,22,127,-1
0.000635,3,133,1
0.000635,5,133,1
0.000635,42,132,1
0.000639,44,131,1
0.000671,89,146,-1
0.000671,95,146,-1
0.000671,98,146,-1
0.000671,100,146,-1
0.000675,79,144,-1
0.000761,62,22,1
0.000772,44,29,1
0.000808,54,41,-1
0.000808,69,41,-1
0.000833,51,54,1
0.000887,102,71,1
0.000898,44,77,1
0.00092,59,84,1
0.000931,61,88,-1
0.000931,186,87,-1
0.000942,187,88,-1
0.000946,69,92,-1
0.000953,42,94,-1
0.00096,6,103,1
0.00096,23,103,-1
0.000996,144,106,-1
0.000997,34,108,-1
0.001001,146,118,1
0.001004,38,121,-1
0.001004,145,120,-1
0.001012,41,117,-1
0.001051,65,136,1
0.001059,16,141,-1
0.00107,89,145,-1
0.001074,77,144,-1
0.001077,78,147,1
0.001163,44,29,1
0.001277,102,71,1
0.001292,169,79,-1
0.001292,169,77,-1
0.001303,30,83,1
0.001303,35,83,-1
0.001303,57,84,-1
0.001304,168,80,-1
0.001311,65,87,-1
0.001315,37,90,-1
0.001315,184,88,-1
0.001316,41,91,-1
0.001319,29,97,1
0.00132,32,96,1
0.001324,42,93,-1
0.001324,187,102,1
0.001328,59,101,-1
0.001332,14,101,-1
0.001332,185,99,1
0.00135,47,111,-1
0.001364,1,118,-1
0.001372,33,128,-1
0.001415,18,141,-1
0.001415,42,141,1
0.001415,38,142,-1
0.001419,8,140,-1
0.00143,78,144,-1
0.00143,148,146,1
0.001434,189,149,1
0.001509,44,29,1
0.001623,102,71,1
0.001631,47,77,1
0.001642,32,81,1
0.001656,40,87,1
0.001656,31,85,-1
0.001656,58,85,-1
0.001657,49,89,1
0.001657,58,89,-1
0.001657,38,90,1
0.001661,63,92,-1
0.001679,181,98,1
0.001683,185,97,1
0.001687,184,112,1
0.001687,151,111,-1
0.001695,146,108,1
0.001698,144,120,-1
0.001713,50,128,1
0.001728,1,133,1
0.001739,61,134,1
0.00176,57,144,-1
0.001771,1,140,-1
0.001771,1,140,-1
0.001772,92,148,1
0.001772,146,146,1
0.001818,52,15,1
0.001844,44,29,1
0.001883,68,48,1
0.001905,70,58,1
0.001933,102,71,1
0.001944,169,77,-1
0.001952,147,83,-1
0.001952,33,83,-1
0.001952,55,83,-1
0.001952,57,83,-1
0.00196,29,85,-1
0.00196,150,84,-1
0.00196,45,88,1
0.001961,61,90,1
0.001964,30,97,1
0.001965,30,95,-1
0.001965,188,103,1
0.001969,60,102,-1
0.00199,146,111,-1
0.001994,37,121,1
0.001994,141,120,1
0.002002,50,119,-1
0.002009,38,126,-1
0.002009,39,126,-1
0.00201,152,123,1
0.002014,17,134,1
0.002014,39,133,1
0.002018,46,130,1
0.002025,145,135,1
0.002025,36,135,1
0.002043,26,139,1
0.002054,135,147,-1
0.002054,158,147,1
0.002054,147,146,1
0.002062,183,150,-1
0.002066,190,174,1
0.002098,29,5,1
0.002098,42,6,-1
0.00212,44,26,1
0.002124,44,29,1
0.00217,79,59,1
0.002195,102,71,1
0.002203,169,79,-1
0.002207,61,85,1
0.002214,78,81,-1
0.002214,168,80,-1
0.002215,56,83,-1
0.002236,25,100,-1
0.002254,49,111,1
0.002265,11,120,-1
0.002265,153,119,-1
0.002269,11,119,-1
0.002273,48,129,1
0.002273,21,126,-1
0.002277,153,123,1
0.002281,17,122,-1
0.002281,149,121,-1
0.002281,8,133,1
0.002292,59,134,-1
0.002293,25,138,-1
0.002293,26,138,-1
0.002304,97,146,-1
0.002308,29,142,-1
0.002308,150,148,-1
0.002344,55,8,-1
0.002369,88,18,-1
0.002384,44,29,1
0.002416,52,54,1
0.002441,46,61,-1
0.002449,102,71,1
0.00246,46,77,1
0.002463,49,74,-1
0.002481,36,90,-1
0.002482,61,91,-1
0.002482,41,94,-1
0.002482,42,95,-1
0.002486,29,100,-1
0.002486,30,100,1
0.00249,40,99,-1
0.002498,50,110,-1
0.002508,59,109,1
0.002515,12,118,-1
0.002515,184,117,1
0.002519,29,117,-1
0.002523,23,127,-1
0.002523,31,127,-1
0.002524,35,123,-1
0.002524,146,121,-1
0.002528,18,134,1
0.002542,36,137,-1
0.002557,34,142,-1
0.002557,36,142,-1
0.002557,148,148,-1
0.002557,183,148,1
0.002561,134,147,-1
0.002561,136,147,-1
0.002576,47,16,1
0.002619,44,29,1
0.00268,102,71,1
0.002691,169,77,-1
0.002691,66,88,-1
0.002695,31,83,1
0.002699,32,82,-1
0.002728,57,102,-1
0.002728,64,101,-1
0.002728,60,103,-1
0.002728,19,110,-1
0.002728,145,109,1
0.002732,146,105,-1
0.002733,16,120,-1
0.002737,146,117,-1
0.00274,55,115,-1
0.002741,29,125,-1
0.002741,17,123,-1
0.002748,18,128,-1
0.002749,25,133,1
0.002749,62,132,-1
0.002749,31,134,1
0.002764,67,144,-1
0.002768,6,140,-1
0.002768,39,142,-1
0.002811,49,8,-1
0.002815,89,17,-1
0.00284,44,29,1
0.002876,103,60,-1
0.00288,102,71,1
0.002884,169,79,-1
0.002891,57,82,1
0.002891,168,80,-1
0.002895,64,94,1
0.002895,70,94,-1
0.002903,42,90,1
0.002928,25,105,-1
0.002957,31,122,-1
0.002957,46,122,-1
0.002957,40,125,-1
0.002961,116,126,-1
0.002961,64,133,-1
0.002983,19,141,-1
0.00299,64,145,-1
0.002991,166,149,-1
0.003005,71,176,-1
0.003027,44,29,1
0.003031,90,30,1
0.003067,102,71,1
0.00307,51,80,-1
0.003071,178,87,-1
0.003085,40,89,-1
0.003085,182,88,-1
0.003093,43,101,-1
0.003093,26,100,-1
0.003101,24,102,-1
0.003119,33,107,-1
0.003119,49,120,-1
0.00313,29,126,-1
0.003134,6,133,1
0.003134,27,134,1
0.003141,33,135,1
0.003141,62,134,-1
0.003142,67,136,1
0.003153,188,149,1
0.003178,44,29,1
0.003218,32,57,-1
0.003225,102,71,1
0.00324,54,82,-1
0.003243,64,87,-1
0.003243,165,86,-1
0.003247,37,91,-1
0.003248,37,92,-1
0.003248,68,92,-1
0.003252,40,94,-1
0.003256,25,104,1
0.003256,114,103,-1
0.003277,3,120,-1
0.003277,32,120,1
0.003285,45,114,-1
0.003285,56,114,-1
0.003289,20,126,-1
0.003293,19,134,1
0.003304,28,135,1
0.003308,33,142,-1
0.003311,56,143,-1
0.003312,88,145,-1
0.003312,184,148,1
0.003316,180,150,-1
0.003334,44,29,1
0.003341,89,42,-1
0.003367,102,71,1
0.003374,169,77,-1
0.003396,38,92,-1
0.003396,62,92,-1
0.003396,17,90,-1
0.003407,54,104,-1
0.003425,1,117,-1
0.003425,5,117,-1
0.003425,11,117,-1
0.003429,150,121,-1
0.003437,7,133,1
0.003437,63,132,-1
0.003452,9,140,-1
0.003452,11,140,-1
0.003473,44,29,1
0.003477,41,6,-1
0.003477,44,6,-1
0.003481,91,40,-1
0.003496,102,71,1
0.003499,104,79,1
0.003506,81,82,-1
0.00351,59,86,-1
0.003514,32,93,-1
0.003522,51,103,-1
0.003522,118,102,-1
0.003526,9,99,-1
0.003526,149,110,-1
0.003533,52,108,-1
0.003541,56,123,1
0.003542,53,126,1
0.003542,35,127,-1
0.003542,36,127,-1
0.003571,177,150,-1
0.003578,90,19,-1
0.003579,44,29,1
0.003582,40,7,-1
0.003597,102,71,1
0.003597,88,74,-1
0.003598,169,79,-1
0.003598,58,83,1
0.003598,30,84,-1
0.003598,148,83,-1
0.003599,168,80,-1
0.00361,39,89,-1
0.003617,58,102,-1
0.003632,16,124,-1
0.003632,117,127,1
0.003675,44,29,1
0.003682,64,40,-1
0.003693,102,71,1
0.003697,47,73,-1
0.003708,16,88,-1
0.003708,184,86,-1
0.003709,58,86,-1
0.003713,38,94,-1
0.003713,39,94,1
0.003713,40,97,1
0.003717,57,113,-1
0.003728,37,127,-1
0.003728,24,129,-1
0.003729,17,124,-1
0.003732,6,115,-1
0.003732,110,114,1
0.003747,116,141,-1
0.003747,17,141,-1
0.003747,21,141,-1
0.003751,53,144,-1
0.003751,69,144,-1
0.003751,72,144,-1
0.003752,44,29,1
0.003766,41,7,-1
0.003766,46,7,-1
0.003767,40,6,-1
0.003767,45,6,-1
0.003767,90,5,-1
0.003767,61,39,-1
0.003771,52,41,-1
0.003782,102,71,1
0.003783,48,68,-1
0.003787,47,76,-1
0.003787,17,74,-1
0.003794,80,82,-1
0.003798,64,92,-1
0.003806,14,100,-1
0.003835,8,118,-1
0.003846,64,134,-1
0.003853,3,141,-1
0.003853,25,141,-1
0.003857,65,145,1
0.003857,87,145,-1
0.003857,179,150,-1
0.003858,44,29,1
0.003865,43,6,-1
0.003865,42,7,-1
0.003876,89,39,-1
0.00388,102,71,1
0.003884,7,75,-1
0.003884,48,74,-1
0.003885,47,75,-1
0.003924,29,108,-1
0.003928,18,124,-1
0.003928,116,116,-1
0.003934,5,133,1
